count,artefact,code,id,investigator,investigator_id,code_data,site,country,long,lat,recovery_method,classification,raw_material,ba_1_1,ba_1_2,ba_1_3,ba_1_4,ba_1_5,ba_1_6,ba_1_7,ba_1_8,ba_1_9,ba_1_10,ba_2_1,ba_2_2,ba_2_3,ba_2_4,ba_2_5,ba_2_6,ba_2_7,ba_2_8,ba_2_9,ba_2_10,ba_2_11,ba_3_1,ba_3_2,ba_3_3,ba_3_4,ba_4_1,ba_4_2,ba_4_3,ba_5_1,ba_5_2,ba_5_3,ba_6_1,ba_6_2,ba_6_3,ba_6_4,ba_6_5,ba_7_1,ba_7_2,ba_7_3,ba_7_4,ba_7_5,ba_7_6,ba_7_7,ba_8_1,ba_9_1,ba_9_2,ba_9_3,ba_9_4,ba_10_1,ba_10_2,ba_10_3,ba_10_4,ba_10_5,ba_10_6,ba_10_7,ba_11_1,ba_11_2,ba_11_3,ba_11_4,ba_12_1,ba_12_2,ba_12_3,ba_12_4,ba_12_5,ba_12_6,ba_12_7,ba_13_1,ba_13_2,ba_13_3,ba_13_4,length,width,thickness,weight,reference
339,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.3,19.7,3.3,3.14,(Rust 1937; Clausen & Guldin 2017)
340,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.9,16.9,3.1,2.5,(Rust 1937; Clausen & Guldin 2017)
341,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.1,16.4,3.8,1.96,(Rust 1937; Clausen & Guldin 2017)
342,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,11.8,2.3,1.2,(Rust 1937; Clausen & Guldin 2017)
343,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.2,15.4,5.2,2.88,(Rust 1937; Clausen & Guldin 2017)
344,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.1,14.5,3.4,2.26,(Rust 1937; Clausen & Guldin 2017)
345,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.5,14.0,3.4,1.48,(Rust 1937; Clausen & Guldin 2017)
346,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.6,13.0,5.2,2.67,(Rust 1937; Clausen & Guldin 2017)
347,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1,13.9,4.5,1.43,(Rust 1937; Clausen & Guldin 2017)
348,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.6,9.1,2.8,0.55,(Rust 1937; Clausen & Guldin 2017)
349,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.0,12.1,3.9,1.17,(Rust 1937; Clausen & Guldin 2017)
350,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.4,9.4,3.8,1.16,(Rust 1937; Clausen & Guldin 2017)
351,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.6,19.4,8.3,5.3,(Rust 1937; Clausen & Guldin 2017)
352,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.6,18.9,9.3,6.69,(Rust 1937; Clausen & Guldin 2017)
353,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49.6,33.2,7.5,10.86,(Rust 1937; Clausen & Guldin 2017)
354,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,12.3,3.3,1.38,(Rust 1937; Clausen & Guldin 2017)
355,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9,10.7,3.2,1.47,(Rust 1937; Clausen & Guldin 2017)
356,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.6,19.7,4.4,5.73,(Rust 1937; Clausen & Guldin 2017)
357,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.2,19.6,5.2,3.98,(Rust 1937; Clausen & Guldin 2017)
358,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.6,20.3,5.6,4.55,(Rust 1937; Clausen & Guldin 2017)
359,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.9,15.4,6.1,4.34,(Rust 1937; Clausen & Guldin 2017)
360,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.4,22.1,4.5,2.98,(Rust 1937; Clausen & Guldin 2017)
361,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.8,18.6,3.8,3.04,(Rust 1937; Clausen & Guldin 2017)
362,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4,21.0,3.4,4.21,(Rust 1937; Clausen & Guldin 2017)
363,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51.3,14.5,5.7,4.05,(Rust 1937; Clausen & Guldin 2017)
364,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.3,16.4,4.7,2.82,(Rust 1937; Clausen & Guldin 2017)
365,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.1,18.2,7.1,5.92,(Rust 1937; Clausen & Guldin 2017)
366,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.3,28.8,7.5,9.32,(Rust 1937; Clausen & Guldin 2017)
367,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.6,13.8,5.1,2.68,(Rust 1937; Clausen & Guldin 2017)
368,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38.5,20.9,6.5,4.3,(Rust 1937; Clausen & Guldin 2017)
369,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.8,7.9,3.0,0.84,(Rust 1937; Clausen & Guldin 2017)
370,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.7,13.4,3.8,2.52,(Rust 1937; Clausen & Guldin 2017)
371,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.6,18.3,6.5,5.96,(Rust 1937; Clausen & Guldin 2017)
372,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.1,21.5,6.0,4.43,(Rust 1937; Clausen & Guldin 2017)
373,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.4,13.2,4.6,2.67,(Rust 1937; Clausen & Guldin 2017)
374,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.8,14.9,3.5,1.9,(Rust 1937; Clausen & Guldin 2017)
375,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41.7,11.3,8.3,3.63,(Rust 1937; Clausen & Guldin 2017)
376,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.4,15.3,2.7,1.56,(Rust 1937; Clausen & Guldin 2017)
377,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0,15.6,4.7,1.86,(Rust 1937; Clausen & Guldin 2017)
378,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.0,14.0,3.7,1.85,(Rust 1937; Clausen & Guldin 2017)
379,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30.6,13.6,4.6,2.38,(Rust 1937; Clausen & Guldin 2017)
380,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,56.1,13.3,8.1,6.16,(Rust 1937; Clausen & Guldin 2017)
381,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.4,29.4,6.4,8.78,(Rust 1937; Clausen & Guldin 2017)
382,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.8,25.5,8.4,10.78,(Rust 1937; Clausen & Guldin 2017)
383,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.2,12.2,3.9,1.4,(Rust 1937; Clausen & Guldin 2017)
384,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36.9,16.8,3.9,2.91,(Rust 1937; Clausen & Guldin 2017)
385,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.1,21.2,5.8,6.26,(Rust 1937; Clausen & Guldin 2017)
386,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.8,12.1,2.9,1.18,(Rust 1937; Clausen & Guldin 2017)
387,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,27.4,22.0,8.5,5.48,(Rust 1937; Clausen & Guldin 2017)
388,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.4,26.9,5.9,12.07,(Rust 1937; Clausen & Guldin 2017)
389,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.6,11.1,2.2,0.7,(Rust 1937; Clausen & Guldin 2017)
390,Blade,AHR LA 140,NA,JBP,NA,MEI2,AHR LA 140 (Meiendorf 2),DE,10.199385,53.637248,Excavation,Classic Hamburgian,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.3,15.4,4.0,1.98,(Rust 1937; Clausen & Guldin 2017)
