count,artefact,code,id,investigator,investigator_id,code_data,site,country,long,lat,recovery_method,classification,raw_material,ba_1_1,ba_1_2,ba_1_3,ba_1_4,ba_1_5,ba_1_6,ba_1_7,ba_1_8,ba_1_9,ba_1_10,ba_2_1,ba_2_2,ba_2_3,ba_2_4,ba_2_5,ba_2_6,ba_2_7,ba_2_8,ba_2_9,ba_2_10,ba_2_11,ba_3_1,ba_3_2,ba_3_3,ba_3_4,ba_4_1,ba_4_2,ba_4_3,ba_5_1,ba_5_2,ba_5_3,ba_6_1,ba_6_2,ba_6_3,ba_6_4,ba_6_5,ba_7_1,ba_7_2,ba_7_3,ba_7_4,ba_7_5,ba_7_6,ba_7_7,ba_8_1,ba_9_1,ba_9_2,ba_9_3,ba_9_4,ba_10_1,ba_10_2,ba_10_3,ba_10_4,ba_10_5,ba_10_6,ba_10_7,ba_11_1,ba_11_2,ba_11_3,ba_11_4,ba_12_1,ba_12_2,ba_12_3,ba_12_4,ba_12_5,ba_12_6,ba_12_7,ba_13_1,ba_13_2,ba_13_3,ba_13_4,length,width,thickness,weight,reference
2231,Blade,HAM 1610,2000,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,34.5,13.7,2.5,1.1,"(Holm & Rieck 1983, 1992)"
2232,Blade,HAM 1610,2016,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,32,9.3,2.3,0.95,"(Holm & Rieck 1983, 1992)"
2233,Blade,HAM 1610,449,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24.8,8.5,2.8,0.64,"(Holm & Rieck 1983, 1992)"
2234,Blade,HAM 1610,547,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.5,9.3,4.3,1.14,"(Holm & Rieck 1983, 1992)"
2235,Blade,HAM 1610,675,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.3,9.2,3,0.92,"(Holm & Rieck 1983, 1992)"
2236,Blade,HAM 1610,459,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,34.8,6.6,2.2,0.64,"(Holm & Rieck 1983, 1992)"
2237,Blade,HAM 1610,2343,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.9,7.3,2.1,0.39,"(Holm & Rieck 1983, 1992)"
2238,Blade,HAM 1610,2108,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.8,9.2,3.6,0.74,"(Holm & Rieck 1983, 1992)"
2239,Blade,HAM 1610,422,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,27.4,7.6,1.7,0.37,"(Holm & Rieck 1983, 1992)"
2240,Blade,HAM 1610,1181,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.9,8.1,3,0.44,"(Holm & Rieck 1983, 1992)"
2241,Blade,HAM 1610,835,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.2,9.3,4.4,1.48,"(Holm & Rieck 1983, 1992)"
2242,Blade,HAM 1610,489,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17.8,5.8,2.3,0.26,"(Holm & Rieck 1983, 1992)"
2243,Blade,HAM 1610,229,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.6,6.2,3,0.65,"(Holm & Rieck 1983, 1992)"
2244,Blade,HAM 1610,526,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.2,5,2.5,0.35,"(Holm & Rieck 1983, 1992)"
2245,Blade,HAM 1610,240,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.6,7.5,3.5,0.49,"(Holm & Rieck 1983, 1992)"
2246,Blade,HAM 1610,1086,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25.6,8.8,2.8,0.61,"(Holm & Rieck 1983, 1992)"
2247,Blade,HAM 1610,602,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,33,9.3,2.9,0.98,"(Holm & Rieck 1983, 1992)"
2248,Blade,HAM 1610,1881,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.3,7.8,3.6,0.67,"(Holm & Rieck 1983, 1992)"
2249,Blade,HAM 1610,1358,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18.8,6.1,3.1,0.43,"(Holm & Rieck 1983, 1992)"
2250,Blade,HAM 1610,2170,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.5,8.7,1.7,0.42,"(Holm & Rieck 1983, 1992)"
2251,Blade,HAM 1610,2665,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,8.1,2.1,0.31,"(Holm & Rieck 1983, 1992)"
2252,Blade,HAM 1610,1165,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.3,8.3,3.2,0.7,"(Holm & Rieck 1983, 1992)"
2253,Blade,HAM 1610,930,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.3,8.7,3.4,0.96,"(Holm & Rieck 1983, 1992)"
2254,Blade,HAM 1610,2581,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.7,9.7,2,0.38,"(Holm & Rieck 1983, 1992)"
2255,Blade,HAM 1610,2396,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.3,6.6,3.5,0.43,"(Holm & Rieck 1983, 1992)"
2256,Blade,HAM 1610,2616,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16.2,7.3,2.5,0.26,"(Holm & Rieck 1983, 1992)"
2257,Blade,HAM 1610,1129,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.6,7.2,2,0.23,"(Holm & Rieck 1983, 1992)"
2258,Blade,HAM 1610,129,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.8,9.7,2.3,0.53,"(Holm & Rieck 1983, 1992)"
2259,Blade,HAM 1610,2327,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,8,1.6,0.27,"(Holm & Rieck 1983, 1992)"
2260,Blade,HAM 1610,2256,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25.7,10.1,3.4,0.89,"(Holm & Rieck 1983, 1992)"
2261,Blade,HAM 1610,240,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.7,8.3,1.9,0.56,"(Holm & Rieck 1983, 1992)"
2262,Blade,HAM 1610,178,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.3,7.2,2.8,0.65,"(Holm & Rieck 1983, 1992)"
2263,Blade,HAM 1610,2021,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29.4,11.7,3.3,1.15,"(Holm & Rieck 1983, 1992)"
2264,Blade,HAM 1610,73,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,22.1,9.5,3.9,0.87,"(Holm & Rieck 1983, 1992)"
2265,Blade,HAM 1610,2243,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24.6,6.7,2.2,0.46,"(Holm & Rieck 1983, 1992)"
2266,Blade,HAM 1610,2068,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26,7.1,4,0.75,"(Holm & Rieck 1983, 1992)"
2267,Blade,HAM 1610,2530,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,23.7,9.6,2.1,0.45,"(Holm & Rieck 1983, 1992)"
2268,Blade,HAM 1610,1452,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.7,8.8,3.3,0.73,"(Holm & Rieck 1983, 1992)"
2269,Blade,HAM 1610,1392,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15.2,7.7,3.2,0.42,"(Holm & Rieck 1983, 1992)"
2270,Blade,HAM 1610,2207,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26,7.9,3.5,0.75,"(Holm & Rieck 1983, 1992)"
2271,Blade,HAM 1610,2078,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,14.4,6.7,2.9,0.38,"(Holm & Rieck 1983, 1992)"
2272,Blade,HAM 1610,857,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,36.4,6.5,3.8,1.02,"(Holm & Rieck 1983, 1992)"
2273,Blade,HAM 1610,871,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,23.5,7.5,3,0.63,"(Holm & Rieck 1983, 1992)"
2274,Blade,HAM 1610,367,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15.8,8.6,3.9,0.64,"(Holm & Rieck 1983, 1992)"
2275,Blade,HAM 1610,1219,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,35.5,13.2,5.3,1.46,"(Holm & Rieck 1983, 1992)"
2276,Blade,HAM 1610,1361,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,27.2,8.3,2.9,0.71,"(Holm & Rieck 1983, 1992)"
2277,Blade,HAM 1610,178,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12.1,6.4,2.1,0.17,"(Holm & Rieck 1983, 1992)"
2278,Blade,HAM 1610,2175,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.6,8.3,2.2,0.25,"(Holm & Rieck 1983, 1992)"
2279,Blade,HAM 1610,2461,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40.6,9.8,3.7,1.01,"(Holm & Rieck 1983, 1992)"
2280,Blade,HAM 1610,951,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27.6,7.1,2.5,0.49,"(Holm & Rieck 1983, 1992)"
2281,Blade,HAM 1610,547,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.1,8.8,4.8,0.79,"(Holm & Rieck 1983, 1992)"
2282,Blade,HAM 1610,1209,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19.8,7.6,1.8,0.27,"(Holm & Rieck 1983, 1992)"
2283,Blade,HAM 1610,1294,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,21.5,5.1,2.2,0.28,"(Holm & Rieck 1983, 1992)"
2284,Blade,HAM 1610,376,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24.9,7.1,2.2,0.45,"(Holm & Rieck 1983, 1992)"
2285,Blade,HAM 1610,1401,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,23.9,4.9,2.5,0.28,"(Holm & Rieck 1983, 1992)"
2286,Blade,HAM 1610,289,JBP,NA,JEL2,Jels 2,DK,9.240096,55.375035,Excavation,Havelte Group,Flint,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.1,8,3.7,0.31,"(Holm & Rieck 1983, 1992)"
